lambda0 k theta mu0 sigma alpha epsilon weight
0.171033 341 0.000510727 0.00209857 0.291565 -0.0495001 81.4997 7.29356e-05
0.169808 357 0.000506723 0.00895136 0.262895 -0.0399159 18.9701 7.92069e-05
0.161251 336 0.000457684 0.0084284 0.242221 -0.0883775 19.1319 7.75653e-05
0.163369 350 0.000490389 0.0152827 0.306585 -0.0841561 10.6898 7.92069e-05
0.169288 346 0.000519221 0.0111133 0.307681 -0.0426773 15.2329 8.26502e-05
0.167825 325 0.000507553 0.013731 0.252154 -0.0603637 12.2223 7.75653e-05
0.181085 367 0.000503554 0.00557279 0.251707 -0.0533598 32.4945 7.92069e-05
0.163321 333 0.000516013 0.0223728 0.263072 -0.0845865 7.3 0.000103766
0.171813 325 0.000523974 0.0054163 0.262344 -0.123173 31.7216 8.26502e-05
0.178318 341 0.000509258 0.0058473 0.268069 -0.00987217 30.4958 7.44317e-05
0.176883 351 0.000528477 0.0304573 0.270687 -0.12254 5.80758 9.23091e-05
0.15471 318 0.00048399 0.00886617 0.281704 -0.139639 17.4495 7.44317e-05
0.193332 371 0.000527145 0.00707411 0.262561 -0.0218673 27.3295 7.29356e-05
0.209335 367 0.000545818 0.00996715 0.238945 -0.0873508 21.0025 7.92069e-05
0.201234 371 0.000531646 0.0349793 0.206242 -0.0215884 5.75297 0.00010131
0.188853 354 0.000536951 0.00182837 0.245132 -0.0424873 103.291 7.14842e-05
0.19579 374 0.00051677 0.00391961 0.254992 -0.0295187 49.9515 7.29356e-05
0.171321 356 0.000488362 0.0222998 0.252137 -0.0117006 7.68264 8.63231e-05
0.191777 398 0.000529204 0.00364907 0.247307 -0.0591605 52.5549 7.14842e-05
0.205275 376 0.000541616 0.00616748 0.244508 -0.0165227 33.2835 7.44317e-05
0.19605 369 0.000569538 0.00301837 0.245591 -0.0920688 64.9522 7.92069e-05
0.17023 339 0.000478208 0.00234604 0.246967 -0.049725 72.5604 7.14842e-05
0.172418 354 0.000518019 0.0111727 0.216594 -0.0617694 15.4321 8.09011e-05
0.198272 389 0.000508276 0.0163245 0.247118 -0.0300372 12.1456 8.63231e-05
0.192645 377 0.000486386 0.00847218 0.249524 -0.0269087 22.7386 7.92069e-05
0.141124 338 0.000464197 0.0105494 0.241662 -0.0197438 13.3774 7.59743e-05
0.176476 349 0.00050675 0.0259857 0.234196 -0.00552666 6.79129 8.63231e-05
0.208796 348 0.000528313 0.0295391 0.243945 -0.0473349 7.06846 9.44434e-05
0.177376 365 0.000494893 0.0137088 0.269314 0.0432958 12.9388 8.26502e-05
0.203795 379 0.000571088 0.00868578 0.278017 -0.0762965 23.463 7.44317e-05
0.195474 405 0.00048086 0.00801365 0.239567 0.0321541 24.3926 7.29356e-05
0.2009 352 0.000537476 0.0266199 0.277144 -0.0195868 7.54698 9.44434e-05
0.198689 357 0.000567995 0.0189425 0.27853 -0.0261174 10.4891 8.63231e-05
0.212703 390 0.000514652 0.0260924 0.258473 0.00235668 8.15192 0.000106312
0.221315 404 0.000567668 0.0148914 0.276641 -0.105864 14.8619 8.82521e-05
0.199101 350 0.000553883 0.0302658 0.298301 -0.053123 6.5784 0.000108953
0.20387 417 0.00051753 0.0203164 0.275918 -0.0325498 10.0347 8.26502e-05
0.193215 348 0.00054072 0.00639609 0.260564 -0.0926826 30.2083 7.92069e-05
0.230457 368 0.000585017 0.0182101 0.281941 -0.128303 12.6554 7.75653e-05
0.204862 377 0.000535823 0.00491256 0.257125 -0.0128531 41.7017 7.29356e-05
0.187422 358 0.000531292 0.00828479 0.322209 -0.08801 22.6224 7.29356e-05
0.175237 317 0.000552027 0.0184894 0.215569 -0.0155214 9.4777 9.44434e-05
0.213132 382 0.000572994 0.0195666 0.238046 -0.0478663 10.8926 8.63231e-05
0.202459 362 0.000557646 0.0168717 0.268865 -0.0777024 11.9999 8.63231e-05
0.189461 356 0.000553405 0.00821128 0.23021 -0.0512988 23.0733 7.29356e-05
0.225233 401 0.000551051 0.00306664 0.266771 -0.104497 73.4463 7.29356e-05
0.172689 346 0.000522326 0.00474744 0.244642 -0.0350272 36.3752 7.59743e-05
0.194239 371 0.000558635 0.00835706 0.257461 -0.0623756 23.2424 7.44317e-05
0.212228 391 0.000525736 0.00703663 0.233532 -0.0585608 30.1605 7.59743e-05
0.177866 328 0.000552783 0.0128306 0.232926 -0.085966 13.8627 8.09011e-05
0.227705 390 0.000542226 0.0065111 0.233989 -0.0376366 34.9718 7.44317e-05
0.215421 369 0.000551236 0.0208902 0.268358 -0.0759717 10.3121 8.63231e-05
0.217185 385 0.000568154 0.0134839 0.268659 -0.0441606 16.107 7.44317e-05
0.179803 344 0.000542357 0.018544 0.252654 -0.0456858 9.69599 8.44567e-05
0.202631 379 0.000547587 0.00265008 0.292095 -0.04794 76.4622 7.29356e-05
0.387424 578 0.000710756 0.0936659 0.644438 -0.309268 4.13623 0.000123761
0.396425 562 0.000728396 0.0707538 0.653623 -0.342785 5.60288 0.000117495
0.35619 658 0.000555554 0.127398 0.60971 -0.233416 2.79589 0.000137894
0.435579 687 0.000643801 0.123888 0.695436 -0.267377 3.5159 0.000123761
0.505948 732 0.000729069 0.0658355 0.680083 -0.248552 7.68504 9.02464e-05
0.433951 612 0.000729201 0.0988602 0.664937 -0.279816 4.38954 0.000120567
0.423025 590 0.000750017 0.0855914 0.627163 -0.278182 4.94238 0.00010131
0.40425 625 0.000662703 0.114064 0.574643 -0.231725 3.54406 0.000120567
0.448171 595 0.000745093 0.0920596 0.743482 -0.321752 4.86827 0.000108953
0.456292 592 0.000732294 0.115025 0.582114 -0.319477 3.9669 0.00011454
0.398266 734 0.000553754 0.0939626 0.722586 -0.222095 4.23856 0.000108953
0.471833 564 0.000778536 0.0465142 0.675132 -0.358643 10.1438 8.26502e-05
0.475269 563 0.000837684 0.074609 0.661038 -0.439009 6.37013 9.894e-05
0.436308 653 0.000662927 0.0594999 0.65852 -0.241515 7.33292 9.44434e-05
0.454059 724 0.000620702 0.0784978 0.742252 -0.223278 5.78436 0.000108953
0.536611 885 0.000639177 0.0808736 0.692176 -0.179993 6.63518 9.894e-05
0.428851 722 0.000599551 0.104469 0.599247 -0.17724 4.10504 0.000127083
0.411877 571 0.000688456 0.110889 0.625094 -0.280199 3.71432 0.000145886
0.439856 579 0.000767533 0.0234475 0.639883 -0.38974 18.7592 8.09011e-05
0.378369 502 0.000773464 0.0517183 0.706318 -0.433361 7.31597 9.23091e-05
0.427021 590 0.000724167 0.0354813 0.667455 -0.304495 12.0351 0.00010131
0.511247 676 0.000745044 0.0956094 0.692462 -0.293407 5.34725 9.44434e-05
0.445912 515 0.000869185 0.052321 0.669677 -0.493273 8.52263 8.26502e-05
0.502048 573 0.000892276 0.120068 0.608051 -0.357521 4.18136 0.000127083
0.446587 519 0.000833905 0.0909353 0.646368 -0.38569 4.91104 0.000117495
0.410318 502 0.000794795 0.0508067 0.636844 -0.423475 8.07606 9.02464e-05
0.345968 516 0.000703913 0.032712 0.481974 -0.33058 10.5762 9.02464e-05
0.434456 584 0.000766404 0.0815157 0.622778 -0.391132 5.32973 9.02464e-05
0.397714 543 0.000697056 0.0677841 0.607701 -0.350377 5.86737 0.000103766
0.395306 530 0.000740794 0.0698225 0.620893 -0.410059 5.66158 0.000108953
0.473222 566 0.00079062 0.0953248 0.733107 -0.349571 4.96431 0.000103766
0.412452 660 0.000601854 0.147699 0.627393 -0.242204 2.79252 0.000180106
0.495011 577 0.000793384 0.0675306 0.61852 -0.353786 7.33017 0.000103766
0.615052 604 0.000979595 0.0850023 0.640428 -0.358454 7.23571 0.00010131
0.625398 811 0.00080459 0.0694856 0.71016 -0.23907 9.0004 8.26502e-05
0.6053 931 0.000616264 0.0632745 0.868266 -0.178038 9.56624 9.23091e-05
0.647778 765 0.000844418 0.0484064 0.72844 -0.281069 13.3821 7.44317e-05
0.573993 1303 0.00043911 0.0415561 0.670216 -0.0834728 13.8125 8.09011e-05
0.587246 836 0.000664979 0.0214045 0.621158 -0.159979 27.4357 7.44317e-05
0.668417 1157 0.00057941 0.0350322 0.78657 -0.120275 19.0801 8.09011e-05
0.600997 775 0.000804288 0.075676 0.696862 -0.227474 7.94172 8.63231e-05
0.677221 957 0.000662107 0.027444 0.796691 -0.162966 24.6765 7.29356e-05
0.641154 839 0.000738189 0.0136358 0.713934 -0.223477 47.0199 7.29356e-05
0.4968 751 0.000680218 0.0331263 0.685929 -0.216171 14.9971 7.92069e-05
0.347197 1884 0.000180129 0.0447462 0.86559 -0.0686701 7.75924 9.02464e-05
0.291906 883 0.000332684 0.0546956 0.702952 -0.248601 5.33692 0.000108953
0.353367 1526 0.000236248 0.0616387 0.652906 -0.125881 5.73287 0.000108953
0.279723 747 0.000400228 0.029753 0.763623 -0.352183 9.40149 8.82521e-05
0.339811 900 0.000362194 0.049969 0.654214 -0.222914 6.80044 0.000103766
0.294197 1146 0.00026044 0.0636949 0.698289 -0.180707 4.61885 0.000120567
0.268059 735 0.00037504 0.0666957 0.625174 -0.233507 4.01914 0.000154594
0.246623 597 0.000411063 0.0256109 0.345401 -0.0285561 9.62963 7.92069e-05
0.286255 551 0.000503143 0.0790207 0.397207 -0.0657367 3.62253 0.000137894
0.248155 494 0.000477348 0.0929328 0.388074 -0.0822823 2.67027 0.00019211
0.224416 516 0.000424986 0.0601845 0.442357 -0.0410696 3.7288 0.000164105
0.221273 833 0.00027441 0.0918379 0.417285 0.0275171 2.40939 0.000174522
0.2205 524 0.000427038 0.0525744 0.43153 -0.0917693 4.19405 0.00010131
0.256939 555 0.00045797 0.0530972 0.384653 -0.0194144 4.83903 0.00011454
0.22948 497 0.000423685 0.0850528 0.388824 -0.0530738 2.69809 0.000145886
0.231732 557 0.000420293 0.0574358 0.431749 -0.0349861 4.03463 0.000123761
0.239149 500 0.000500327 0.0631655 0.356385 -0.0744804 3.78608 9.894e-05
0.211346 472 0.000446065 0.0895522 0.394159 -0.0250657 2.36003 0.000174522
0.232721 529 0.000428444 0.066878 0.409199 -0.0839602 3.47978 0.00011454
0.226821 489 0.000464644 0.044508 0.345212 -0.042281 5.0962 0.000103766
0.440982 803 0.000568214 0.00764989 0.329903 -0.0848143 57.6456 7.44317e-05
0.395479 623 0.000621849 0.00491027 0.321979 -0.185596 80.5413 7.29356e-05
0.420323 734 0.000564403 0.0148303 0.336229 -0.096196 28.3422 7.75653e-05
0.45395 679 0.000690054 0.00159069 0.309931 -0.180557 285.379 7.29356e-05
0.418124 630 0.000647358 0.0127241 0.338494 -0.164303 32.8607 7.44317e-05
0.341003 588 0.000584265 0.0235039 0.287582 -0.137622 14.5083 9.02464e-05
0.411482 894 0.000479973 0.025203 0.408056 -0.0842745 16.3267 7.75653e-05
0.358318 596 0.000613401 0.0232406 0.356059 -0.180519 15.4178 8.82521e-05
0.471149 704 0.000653145 0.02034 0.347006 -0.15245 23.1636 8.26502e-05
0.415465 702 0.000625211 0.00996445 0.324892 -0.137468 41.6947 7.59743e-05
0.383391 694 0.000562072 0.0103896 0.32297 -0.113363 36.9014 7.92069e-05
0.450828 860 0.000549594 0.024534 0.38409 -0.106271 18.3757 7.29356e-05
0.461955 674 0.000661917 0.00972573 0.39417 -0.189389 47.4983 7.29356e-05
0.411703 756 0.000559 0.00680333 0.431985 -0.127047 60.5149 7.29356e-05
0.456122 750 0.000602553 0.0209879 0.324535 -0.1079 21.7326 8.09011e-05
0.444642 759 0.000604948 0.0193495 0.407142 -0.160757 22.9796 7.59743e-05
0.418407 733 0.000538531 0.0592282 0.39333 -0.131163 7.06433 8.44567e-05
0.459729 1429 0.000320923 0.0177606 0.371909 -0.0318369 25.8848 7.75653e-05
0.417539 785 0.000558837 0.0538255 0.352879 -0.126616 7.75728 8.26502e-05
0.430155 751 0.0006048 0.0117459 0.413156 -0.154124 36.6216 7.44317e-05
0.519942 829 0.000593563 0.0357422 0.352902 -0.125095 14.547 7.92069e-05
0.493474 693 0.000733961 0.0385843 0.41367 -0.244289 12.7895 8.09011e-05
0.458267 707 0.000642724 0.0101499 0.350467 -0.135929 45.1501 7.75653e-05
0.413045 654 0.000624686 0.00387875 0.375366 -0.152812 106.489 7.29356e-05
0.569923 718 0.000739818 0.012885 0.411694 -0.190327 44.2316 7.44317e-05
0.539874 746 0.00069034 0.00774191 0.416444 -0.16157 69.7339 7.44317e-05
0.416169 636 0.000637382 0.00610302 0.416174 -0.202266 68.1906 7.14842e-05
0.503557 816 0.000622922 0.00786595 0.370944 -0.127927 64.0173 7.14842e-05
0.580575 751 0.000731499 0.032223 0.33885 -0.160428 18.0174 8.63231e-05
0.523445 880 0.000572748 0.0092904 0.395385 -0.0977215 56.3426 7.29356e-05
0.514794 683 0.000739611 0.0219469 0.378351 -0.196819 23.4564 7.59743e-05
0.496309 733 0.000699117 0.0349451 0.386418 -0.18877 14.2025 7.75653e-05
0.467164 637 0.000712701 0.0385612 0.359243 -0.211144 12.1149 8.82521e-05
0.441389 650 0.000688971 0.00439707 0.398543 -0.210832 100.383 7.44317e-05
0.543053 807 0.000670044 0.00936926 0.356086 -0.132638 57.9612 7.14842e-05
0.46398 625 0.000720829 0.0388353 0.38823 -0.209629 11.9474 9.02464e-05
0.516579 684 0.000737734 0.0185732 0.421857 -0.198633 27.8131 7.14842e-05
0.409647 632 0.000662418 0.00291357 0.428068 -0.195818 140.599 7.29356e-05
0.453867 645 0.000700293 0.0399599 0.381731 -0.188535 11.3581 9.66525e-05
0.470749 671 0.000693151 0.0046268 0.427543 -0.192817 101.744 7.44317e-05
0.446447 768 0.000594465 0.0354636 0.37041 -0.117383 12.5889 8.44567e-05
0.506903 763 0.000677494 0.00285858 0.354318 -0.126156 177.327 7.44317e-05
0.499983 816 0.000617431 0.00693465 0.41733 -0.137293 72.0992 7.75653e-05
0.505253 784 0.000665531 0.0719262 0.361449 -0.164368 7.0246 8.44567e-05
0.459419 680 0.00069728 0.0122146 0.36516 -0.18169 37.6121 7.44317e-05
0.40277 616 0.000638628 0.123646 0.361431 -0.212367 3.25745 0.000180106
0.350041 548 0.000623823 0.0903749 0.328431 -0.250859 3.87321 0.000137894
0.366368 586 0.000608872 0.170247 0.300877 -0.199393 2.15198 0.000254483
0.367266 667 0.000562773 0.151392 0.345216 -0.199287 2.42592 0.000145886
0.377764 736 0.000512753 0.0947779 0.364735 -0.135857 3.98579 0.000120567
0.394226 664 0.000622262 0.0806206 0.401799 -0.214723 4.88989 0.000106312
0.425627 651 0.000669902 0.0940784 0.362734 -0.200516 4.52417 0.000106312
0.378183 629 0.000599521 0.0847808 0.316549 -0.207847 4.46072 0.000120567
0.429126 726 0.000600304 0.0667839 0.361508 -0.18223 6.42559 9.02464e-05
0.348103 665 0.000544578 0.0881936 0.388936 -0.175985 3.94703 0.000123761
0.403472 676 0.000614276 0.0854659 0.413733 -0.172337 4.72085 0.000106312
0.342013 592 0.000622801 0.052867 0.394427 -0.215205 6.46931 0.000103766
0.41926 580 0.000701841 0.0753505 0.395264 -0.28144 5.56413 9.44434e-05
0.453682 651 0.000694795 0.103493 0.380159 -0.233978 4.38369 0.000123761
0.371322 651 0.000573292 0.0937352 0.381525 -0.241598 3.9614 0.000103766
0.389199 667 0.000611238 0.0884869 0.346472 -0.160018 4.39838 0.000130541
0.4895 782 0.000590068 0.0813613 0.335068 -0.127049 6.01637 0.000108953
0.37982 604 0.000618574 0.0602432 0.345253 -0.199467 6.30478 0.000111694
0.343833 589 0.000580896 0.123462 0.351948 -0.166744 2.78492 0.000180106
0.362888 627 0.000572195 0.0497952 0.328709 -0.142197 7.28761 9.02464e-05
0.368598 636 0.000601795 0.0807427 0.307186 -0.174569 4.5651 0.000123761
0.397777 647 0.000581324 0.067643 0.305273 -0.126228 5.88054 0.000123761
0.311726 563 0.000585131 0.0800361 0.353208 -0.194399 3.89482 0.000127083
0.272426 536 0.000552817 0.118754 0.373254 -0.171262 2.29403 0.000236311
0.296921 582 0.000531454 0.0587559 0.375515 -0.155207 5.05348 0.000123761
0.340055 752 0.000462985 0.067676 0.397722 -0.100686 5.02475 0.00010131
0.402338 718 0.000547099 0.132364 0.346567 -0.173811 3.03963 0.000134142
0.386566 765 0.00049964 0.111764 0.32632 -0.0820378 3.45876 0.000123761
0.409061 721 0.000567547 0.0557456 0.364352 -0.148617 7.338 0.000103766
0.365157 552 0.000649748 0.091372 0.359936 -0.227948 3.99638 0.000127083
0.319689 627 0.000534145 0.0753904 0.396104 -0.157939 4.24045 0.00011454
0.378511 666 0.000569819 0.109082 0.302736 -0.152878 3.46997 0.000120567
0.472329 773 0.000588918 0.0812689 0.353096 -0.126915 5.81193 0.000103766
0.353479 714 0.000468135 0.0107001 0.316643 -0.0541968 33.0351 7.44317e-05
0.279537 649 0.000430008 0.00903688 0.242227 -0.015964 30.9329 7.59743e-05
0.34328 645 0.000523311 0.0356562 0.236306 -0.096077 9.62749 8.63231e-05
0.275896 580 0.00047947 0.0244284 0.267491 -0.0764224 11.2941 9.44434e-05
0.36857 766 0.000472662 0.037969 0.256583 -0.0661418 9.70711 9.44434e-05
0.321715 643 0.000481947 0.0127774 0.273681 -0.0992529 25.1784 7.44317e-05
0.283147 572 0.000468151 0.026367 0.219785 -0.0294036 10.7387 9.66525e-05
0.343551 733 0.000454347 0.0915373 0.284239 -0.0609728 3.75313 0.000150145
0.253565 580 0.000447368 0.0424518 0.287278 -0.0303367 5.973 0.000127083
0.26362 641 0.000412958 0.0417231 0.227764 -0.0242744 6.31833 9.23091e-05
0.249717 591 0.000419626 0.0325618 0.265643 -0.0249292 7.66904 9.23091e-05
0.301124 740 0.000442144 0.145761 0.268716 -0.0568585 2.06588 0.000174522
0.433952 733 0.000561354 0.0926079 0.261607 -0.156188 4.68591 0.000120567
0.325748 598 0.000537826 0.0988181 0.254057 -0.138737 3.29644 0.000145886
0.376541 778 0.000510701 0.0972755 0.243183 -0.123982 3.87088 0.000111694
0.328769 637 0.000533235 0.0864732 0.296732 -0.128628 3.80198 0.000134142
0.358952 620 0.000604663 0.0859272 0.258492 -0.149117 4.1774 0.000134142
0.367238 640 0.000599624 0.109802 0.280429 -0.184407 3.34455 0.000154594
0.38895 708 0.000586617 0.0984207 0.280869 -0.164372 3.95191 0.000137894
0.345973 654 0.000559368 0.0738094 0.247004 -0.12243 4.68738 0.000117495
0.324705 650 0.000498485 0.115761 0.26142 -0.104446 2.80495 0.000159243
0.347626 646 0.000556493 0.0476103 0.217703 -0.0997711 7.3015 8.63231e-05
0.425051 777 0.000544261 0.0806281 0.24756 -0.11369 5.27175 9.66525e-05
0.45793 669 0.000632602 0.0341714 0.227491 -0.181208 13.401 8.26502e-05
0.357622 622 0.000562892 0.0977529 0.245682 -0.133794 3.65843 0.000134142
0.394749 733 0.000521203 0.108897 0.384654 -0.157405 3.62496 0.000120567
0.364519 835 0.00043656 0.0660466 0.335302 -0.0633043 5.51911 0.000111694
0.344212 713 0.00046013 0.0583242 0.323384 -0.0541509 5.9017 0.000137894
0.357289 836 0.000430399 0.101466 0.352821 -0.0839854 3.52129 0.000141806
0.296005 827 0.000365231 0.0693827 0.445947 -0.0958278 4.26627 0.00011454
0.327234 692 0.000491861 0.0515415 0.378609 -0.126482 6.34895 9.894e-05
0.37497 791 0.000492525 0.086574 0.35477 -0.125015 4.33121 0.000103766
0.354061 716 0.00050133 0.0451607 0.438585 -0.123774 7.84004 8.82521e-05
0.34794 877 0.000378609 0.0295774 0.39133 -0.0393612 11.7637 8.44567e-05
0.363263 758 0.000470314 0.064483 0.357787 -0.109505 5.63347 0.000117495
0.320891 795 0.000414252 0.0709673 0.337217 -0.0566393 4.52168 0.000117495
0.310672 608 0.000513865 0.0667944 0.297767 -0.0826251 4.65117 0.000137894
0.374272 698 0.000528256 0.0874313 0.279076 -0.113783 4.28076 0.000120567
0.371002 659 0.000555776 0.0750809 0.374843 -0.17988 4.94136 0.000120567
0.385316 763 0.000490192 0.0693079 0.382004 -0.139422 5.55949 9.44434e-05
0.390569 770 0.000510922 0.0466402 0.358699 -0.133404 8.3741 8.82521e-05
0.304564 624 0.000507695 0.0897963 0.335621 -0.104691 3.39172 0.000169193
0.320421 781 0.000437056 0.070695 0.323856 -0.11754 4.53244 8.82521e-05
0.373779 756 0.00053379 0.101871 0.310342 -0.0886989 3.66915 0.000141806
0.375548 826 0.000451382 0.0877176 0.311674 -0.0804676 4.28133 0.000141806
0.225576 268 0.000893117 0.00435589 0.534919 -0.282636 51.7864 7.29356e-05
0.261723 253 0.000905527 0.00616573 0.587559 -0.220845 42.448 7.29356e-05
0.219789 265 0.000851565 0.00671582 0.649118 -0.162072 32.7271 7.29356e-05
0.218981 269 0.000856344 0.0197126 0.602369 -0.0948934 11.1087 8.09011e-05
0.195785 265 0.000825465 0.00344379 0.759264 -0.217612 56.8516 7.14842e-05
0.191944 255 0.000819583 0.0161928 0.513577 -0.148173 11.8536 7.59743e-05
0.205002 276 0.000797768 0.0349114 0.625348 -0.0604919 5.87208 7.92069e-05
0.258499 260 0.000913621 0.0209577 0.609884 -0.176141 12.3343 8.09011e-05
0.229366 275 0.00088185 0.00579273 0.513879 -0.172247 39.5955 7.29356e-05
0.19479 260 0.000748528 0.00124276 0.632836 -0.315672 156.74 7.29356e-05
0.158534 243 0.000700191 0.000642263 0.593449 -0.212071 246.837 7.14842e-05
0.180055 255 0.000738581 0.011153 0.550067 -0.256191 16.144 7.44317e-05
0.208396 261 0.000757282 0.00588019 0.657886 -0.183478 35.4404 7.14842e-05
0.197432 259 0.000778976 0.0014515 0.586819 -0.116057 136.019 7.14842e-05
0.207274 245 0.000781474 0.00502288 0.69078 -0.141888 41.2659 7.44317e-05
0.166553 251 0.000696247 0.000326734 0.608381 -0.11167 509.751 7.14842e-05
0.175533 245 0.000702361 0.00766755 0.55516 -0.267915 22.893 7.44317e-05
0.17884 247 0.000723787 0.0018958 0.611742 -0.0436917 94.3346 7.14842e-05
0.164923 253 0.000685971 0.00420583 0.665064 -0.238178 39.213 7.14842e-05
0.15757 259 0.000684951 0.00222491 0.648805 -0.121783 70.8209 7.14842e-05
0.197626 246 0.000757358 0.0041038 0.675432 -0.204598 48.1567 7.14842e-05
0.147346 242 0.000648884 0.000409058 0.565977 -0.108402 360.209 7.14842e-05
0.169458 242 0.000672533 0.0048591 0.580638 -0.139469 34.8744 7.29356e-05
0.200989 253 0.000771342 0.00704881 0.571853 -0.264658 28.514 7.29356e-05
0.193992 262 0.0007445 0.00458672 0.589621 -0.174271 42.2942 7.14842e-05
0.203906 255 0.000804769 0.00560171 0.64439 -0.136318 36.4007 7.29356e-05
0.167397 232 0.000707542 0.000327897 0.578119 -0.200361 510.517 7.14842e-05
0.179682 258 0.000733494 0.00796367 0.668194 -0.161068 22.5627 7.29356e-05
0.219244 266 0.000845474 0.0319538 0.599922 -0.238978 6.86128 8.26502e-05
0.212965 268 0.000815827 0.0268925 0.664022 -0.277711 7.91915 7.75653e-05
0.226159 263 0.00079388 0.00737416 0.688521 -0.320531 30.6691 7.29356e-05
0.218699 267 0.000816919 0.0143795 0.678639 -0.134927 15.2091 7.92069e-05
0.220481 266 0.00086295 0.00698646 0.658124 -0.183977 31.5583 7.44317e-05
0.208868 253 0.000832322 4.13529e-05 0.723341 -0.11525 5050.87 7.14842e-05
0.225807 262 0.000873853 0.00809826 0.864349 -0.195417 27.8834 7.44317e-05
0.278153 281 0.000945104 0.00732464 0.854913 -0.238935 37.9749 7.44317e-05
0.194555 244 0.00086101 0.0064212 0.743989 -0.220132 30.2988 7.44317e-05
0.254118 270 0.000891975 0.000494113 0.797285 -0.256203 514.29 7.14842e-05
0.217524 258 0.000775101 0.0108341 0.733461 -0.14946 20.0777 7.14842e-05
0.239232 259 0.000827825 0.00444043 0.687189 -0.180769 53.8758 7.44317e-05
