lambda0 sigma alpha epsilon weight
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.46854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 3.26138e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.46854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.46854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 3.18768e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 3.11645e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 3.11645e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.46854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 3.11645e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 3.18768e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
