lambda0 sigma alpha epsilon weight
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000111749
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000256872
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000256872
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000314865
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000394966
1.12576 0.246132 0.873985 0.655262 0.000111749
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000121903
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000121903
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000107141
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000274282
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000116661
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000116661
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000314865
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000256872
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000102813
1.12576 0.246132 0.873985 0.655262 0.000256872
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000256872
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 9.87416e-05
1.12576 0.246132 0.873985 0.655262 0.000111749
1.12576 0.246132 0.873985 0.655262 0.000314865
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000293524
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000293524
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000121903
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000116661
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000256872
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000116661
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000107141
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000293524
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000107141
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000111749
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000107141
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.00022668
1.12576 0.246132 0.873985 0.655262 0.000293524
1.12576 0.246132 0.873985 0.655262 0.000314865
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000116661
1.12576 0.246132 0.873985 0.655262 0.000111749
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000121903
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000213542
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000107141
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000201513
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000256872
1.12576 0.246132 0.873985 0.655262 0.000162297
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000293524
1.12576 0.246132 0.873985 0.655262 0.000133507
1.12576 0.246132 0.873985 0.655262 0.000274282
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000241068
1.12576 0.246132 0.873985 0.655262 0.000170952
1.12576 0.246132 0.873985 0.655262 0.000127507
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.00013994
1.12576 0.246132 0.873985 0.655262 0.000180317
1.12576 0.246132 0.873985 0.655262 0.000190474
1.12576 0.246132 0.873985 0.655262 0.000154284
1.12576 0.246132 0.873985 0.655262 0.000146849
1.12576 0.246132 0.873985 0.655262 0.000121903
1.41013 0.422146 0.862305 0.471799 7.33811e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 0.000121903
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 7.87162e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 8.4655e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 0.000116661
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 7.87162e-05
1.41013 0.422146 0.862305 0.471799 6.85706e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 7.09147e-05
1.41013 0.422146 0.862305 0.471799 0.000146849
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 9.49073e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 6.63408e-05
1.41013 0.422146 0.862305 0.471799 7.09147e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 8.4655e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 0.000121903
1.41013 0.422146 0.862305 0.471799 6.63408e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 9.49073e-05
1.41013 0.422146 0.862305 0.471799 0.000107141
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 7.33811e-05
1.41013 0.422146 0.862305 0.471799 0.000107141
1.41013 0.422146 0.862305 0.471799 7.09147e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 0.00013994
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 7.33811e-05
1.41013 0.422146 0.862305 0.471799 0.000107141
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 7.87162e-05
1.41013 0.422146 0.862305 0.471799 7.87162e-05
1.41013 0.422146 0.862305 0.471799 0.000116661
1.41013 0.422146 0.862305 0.471799 5.33854e-05
1.41013 0.422146 0.862305 0.471799 0.000111749
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 9.49073e-05
1.41013 0.422146 0.862305 0.471799 9.49073e-05
1.41013 0.422146 0.862305 0.471799 6.85706e-05
1.41013 0.422146 0.862305 0.471799 0.000127507
1.41013 0.422146 0.862305 0.471799 6.63408e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 7.09147e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 0.000116661
1.41013 0.422146 0.862305 0.471799 8.4655e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 9.49073e-05
1.41013 0.422146 0.862305 0.471799 7.87162e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 0.000127507
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 0.000111749
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 8.4655e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 7.09147e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 7.33811e-05
1.41013 0.422146 0.862305 0.471799 7.87162e-05
1.41013 0.422146 0.862305 0.471799 9.49073e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 0.000121903
1.41013 0.422146 0.862305 0.471799 9.49073e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 8.4655e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 0.000116661
1.41013 0.422146 0.862305 0.471799 7.09147e-05
1.41013 0.422146 0.862305 0.471799 6.85706e-05
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 8.4655e-05
1.41013 0.422146 0.862305 0.471799 5.49909e-05
1.41013 0.422146 0.862305 0.471799 7.33811e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 7.59785e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 7.33811e-05
1.41013 0.422146 0.862305 0.471799 0.000102813
1.41013 0.422146 0.862305 0.471799 7.87162e-05
1.41013 0.422146 0.862305 0.471799 9.12922e-05
1.41013 0.422146 0.862305 0.471799 9.87416e-05
1.41013 0.422146 0.862305 0.471799 8.16046e-05
1.41013 0.422146 0.862305 0.471799 8.78797e-05
0.882294 0.36494 0.950696 0.868008 0.000617135
0.882294 0.36494 0.950696 0.868008 0.000964273
0.882294 0.36494 0.950696 0.868008 0.000683806
0.882294 0.36494 0.950696 0.868008 0.00033862
0.882294 0.36494 0.950696 0.868008 0.000761895
0.882294 0.36494 0.950696 0.868008 0.000854166
0.882294 0.36494 0.950696 0.868008 0.00055976
0.882294 0.36494 0.950696 0.868008 0.000256872
0.882294 0.36494 0.950696 0.868008 0.000466643
0.882294 0.36494 0.950696 0.868008 0.000761895
0.882294 0.36494 0.950696 0.868008 0.000466643
0.882294 0.36494 0.950696 0.868008 0.000510029
0.882294 0.36494 0.950696 0.868008 0.000466643
0.882294 0.36494 0.950696 0.868008 0.00055976
0.882294 0.36494 0.950696 0.868008 0.00125946
0.882294 0.36494 0.950696 0.868008 0.000854166
0.882294 0.36494 0.950696 0.868008 0.000761895
0.882294 0.36494 0.950696 0.868008 0.000365169
0.882294 0.36494 0.950696 0.868008 0.00055976
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.62359e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.62359e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 3.04758e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.57032e-05
0.667216 0.305694 0.667306 0.0781042 3.11645e-05
0.667216 0.305694 0.667306 0.0781042 3.26138e-05
0.667216 0.305694 0.667306 0.0781042 3.04758e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 3.33767e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 3.04758e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 3.11645e-05
0.667216 0.305694 0.667306 0.0781042 2.62359e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.62359e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 3.04758e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.62359e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 3.26138e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.85413e-05
0.667216 0.305694 0.667306 0.0781042 3.11645e-05
0.667216 0.305694 0.667306 0.0781042 3.11645e-05
0.667216 0.305694 0.667306 0.0781042 3.33767e-05
0.667216 0.305694 0.667306 0.0781042 3.11645e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.57032e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.98097e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 3.11645e-05
0.667216 0.305694 0.667306 0.0781042 2.67854e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.91652e-05
0.667216 0.305694 0.667306 0.0781042 2.79373e-05
0.667216 0.305694 0.667306 0.0781042 2.73522e-05
0.667216 0.305694 0.667306 0.0781042 3.04758e-05
0.667216 0.305694 0.667306 0.0781042 3.04758e-05
0.667216 0.305694 0.667306 0.0781042 3.18768e-05
